Date,Open,High,Low,Close,Volume
2021-01-01,13.00,24.30,13.00,24.30,76
2022-01-03,25.50,515.70,25.50,244.00,1597423
2023-01-02,248.25,308.35,210.10,247.90,1121602
2024-01-01,250.00,678.95,245.20,622.55,2197814
2025-01-01,635.00,1036.70,313.50,863.20,1901369
2026-01-01,866.00,889.00,381.00,714.40,2417937
