category,filename,tv_symbol,name
equities,BAJAJ_AUTO,NSE:BAJAJ_AUTO,Bajaj Auto Limited
equities,BOSCH_HCIL,NSE:BOSCH_HCIL|NSE:BOSCHLTD,Bosch
equities,HCL_INSYS,NSE:HCL_INSYS,HCL Infosystems Limited
equities,KLBRENG_B,NSE:KLBRENG_B,Kilburn Engineering Ltd
equities,MCCHRLS_B,NSE:MCCHRLS_B,Mac Charles India Ltd
equities,NAM_INDIA,NSE:NAM_INDIA,Nippon Life India Asset Management Ltd
equities,UMIYA_MRO,NSE:UMIYA_MRO,Umiya Buildcon Limited
