category,filename,tv_symbol,name,listing
sme,TCL,NSE:TCL,Thaai Casting Limited,23-Feb-24
sme,ESCONET,NSE:ESCONET,Esconet Technologies Limited,23-Feb-24
sme,ATMASTCO,NSE:ATMASTCO,Atmastco Limited,23-Feb-24
sme,INM,NSE:INM,Interiors & More Limited,23-Feb-24
sme,WTICAB,NSE:WTICAB,Wise Travel India Limited,19-Feb-24
sme,POLYSIL,NSE:POLYSIL,Polysil Irrigation Systems Limited,16-Feb-24
sme,ALPEXSOLAR,NSE:ALPEXSOLAR,Alpex Solar Limited,15-Feb-24
sme,ITALIANE,NSE:ITALIANE,Italian Edibles Limited,12-Feb-24
sme,BAWEJA,NSE:BAWEJA,Baweja Studios Limited,06-Feb-24
sme,MEGATHERM,NSE:MEGATHERM,Megatherm Induction Limited,05-Feb-24
sme,DHTL,NSE:DHTL,Docmode Health Technologies Limited,02-Feb-24
sme,DELAPLEX,NSE:DELAPLEX,Delaplex Limited,02-Feb-24
sme,FONEBOX,NSE:FONEBOX,Fonebox Retail Limited,02-Feb-24
sme,ADDICTIVE,NSE:ADDICTIVE,Addictive Learning Technology Limited,30-Jan-24
sme,KONSTELEC,NSE:KONSTELEC,Konstelec Engineers Limited,30-Jan-24
sme,MAXPOSURE,NSE:MAXPOSURE,Maxposure Limited,23-Jan-24
sme,APS,NSE:APS,Australian Premium Solar (India) Limited,18-Jan-24
sme,IBLFL,NSE:IBLFL,IBL Finance Limited,16-Jan-24
sme,KLL,NSE:KLL,Kaushalya Logistics Limited,08-Jan-24
sme,KCEIL,NSE:KCEIL,Kay Cee Energy & Infra Limited,05-Jan-24
sme,AKANKSHA,NSE:AKANKSHA,Akanksha Power and Infrastructure Limited,03-Jan-24
sme,HRHNEXT,NSE:HRHNEXT,HRH Next Services Limited,03-Jan-24
sme,SAIFL,NSE:SAIFL,Sameera Agro And Infra Limited,01-Jan-24
sme,INDIFRA,NSE:INDIFRA,Indifra Limited,29-Dec-23
sme,TECHLABS,NSE:TECHLABS,Trident Techlabs Limited,29-Dec-23
sme,SUPREMEPWR,NSE:SUPREMEPWR,Supreme Power Equipment Limited,29-Dec-23
sme,EFORCE,NSE:EFORCE,Electro Force (India) Limited,27-Dec-23
sme,SHREEOSFM,NSE:SHREEOSFM,Shree OSFM E-Mobility Limited,21-Dec-23
sme,SJLOGISTIC,NSE:SJLOGISTIC,S J Logistics (India) Limited,19-Dec-23
sme,PRESSTONIC,NSE:PRESSTONIC,Presstonic Engineering Limited,18-Dec-23
sme,ACCENTMIC,NSE:ACCENTMIC,Accent Microcell Limited,15-Dec-23
sme,GRAPHISAD,NSE:GRAPHISAD,Graphisads Limited,13-Dec-23
sme,SHEETAL,NSE:SHEETAL,Sheetal Universal Limited,11-Dec-23
sme,CBAZAAR,NSE:CBAZAAR,Net Avenue Technologies Limited,08-Dec-23
sme,MARINETRAN,NSE:MARINETRAN,Marinetrans India Limited,08-Dec-23
sme,ROCKINGDCE,NSE:ROCKINGDCE,Rockingdeals Circular Economy Limited,30-Nov-23
sme,SUNREST,NSE:SUNREST,Sunrest Lifescience Limited,20-Nov-23
sme,ROXHITECH,NSE:ROXHITECH,Rox Hi Tech Limited,16-Nov-23
sme,BABAFP,NSE:BABAFP,Baba Food Processing (India) Limited,15-Nov-23
sme,MICROPRO,NSE:MICROPRO,Micropro Software Solutions Limited,10-Nov-23
sme,SARTELE,NSE:SARTELE,Sar Televenture Limited,08-Nov-23
sme,MAITREYA,NSE:MAITREYA,Maitreya Medicare Limited,07-Nov-23
sme,TRANSTEEL,NSE:TRANSTEEL,Transteel Seating Technologies Limited,06-Nov-23
sme,PARAGON,NSE:PARAGON,Paragon Fine and Speciality Chemical Limited,03-Nov-23
sme,SHANTHALA,NSE:SHANTHALA,Shanthala FMCG Products Limited,03-Nov-23
sme,ONDOOR,NSE:ONDOOR,On Door Concepts Limited,01-Nov-23
sme,RCDL,NSE:RCDL,Rajgor Castor Derivatives Limited,31-Oct-23
sme,WOMANCART,NSE:WOMANCART,Womancart Limited,27-Oct-23
sme,ARVINDPORT,NSE:ARVINDPORT,ARVIND PORT AND INFRA LIMITED,25-Oct-23
sme,COMMITTED,NSE:COMMITTED,Committed Cargo Care Limited,18-Oct-23
sme,PLADAINFO,NSE:PLADAINFO,Plada Infotech Services Limited,13-Oct-23
sme,SCML,NSE:SCML,Sharp Chucks and Machines Limited,12-Oct-23
sme,KARNIKA,NSE:KARNIKA,Karnika Industries Limited,12-Oct-23
sme,CANARYS,NSE:CANARYS,Canarys Automations Limited,11-Oct-23
sme,GOYALSALT,NSE:GOYALSALT,Goyal Salt Limited,11-Oct-23
sme,OLIL,NSE:OLIL,Oneclick Logistics India Limited,11-Oct-23
sme,VISHNUINFR,NSE:VISHNUINFR,Vishnusurya Projects and Infra Limited,10-Oct-23
sme,KONTOR,NSE:KONTOR,Kontor Space Limited,10-Oct-23
sme,ARABIAN,NSE:ARABIAN,Arabian Petroleum Limited,09-Oct-23
sme,EFACTOR,NSE:EFACTOR,E Factor Experiences Limited,09-Oct-23
sme,VINYAS,NSE:VINYAS,Vinyas Innovative Technologies Limited,06-Oct-23
sme,INSPIRE,NSE:INSPIRE,Inspire Films Limited,05-Oct-23
sme,NEWJAISA,NSE:NEWJAISA,Newjaisa Technologies Limited,05-Oct-23
sme,DIGIKORE,NSE:DIGIKORE,Digikore Studios Limited,04-Oct-23
sme,MAL,NSE:MAL,Mangalam Alloys Limited,04-Oct-23
sme,SAAKSHI,NSE:SAAKSHI,Saakshi Medtech and Panels Limited,03-Oct-23
sme,MASTER,NSE:MASTER,Master Components Limited,29-Sep-23
sme,CELLECOR,NSE:CELLECOR,Cellecor Gadgets Limited,28-Sep-23
sme,MARCO,NSE:MARCO,Marco Cables & Conductors Limited,28-Sep-23
sme,HIGREEN,NSE:HIGREEN,Hi-Green Carbon Limited,28-Sep-23
sme,KODYTECH,NSE:KODYTECH,Kody Technolab Limited,27-Sep-23
sme,MADHUSUDAN,NSE:MADHUSUDAN,Madhusudan Masala Limited,26-Sep-23
sme,VISDEM,NSE:VISDEM,Visdem Technosys Limited,26-Sep-23
sme,CHAVDA,NSE:CHAVDA,Chavda Infra Limited,25-Sep-23
sme,HOLMARC,NSE:HOLMARC,Holmarc Opto-Mechatronics Limited,25-Sep-23
sme,UNIHEALTH,NSE:UNIHEALTH,Unihealth Hospitals Limited,21-Sep-23
sme,JIWANRAM,NSE:JIWANRAM,Jiwanram Sheoduttrai Industries Limited,18-Sep-23
sme,SAROJA,NSE:SAROJA,Saroja Pharma Industries India Limited,13-Sep-23
sme,PRAMARA,NSE:PRAMARA,Pramara Promotions Limited,13-Sep-23
sme,BASILIC,NSE:BASILIC,Basilic Fly Studio Limited,11-Sep-23
sme,CPS,NSE:CPS,C P S Shapers Limited,07-Sep-23
sme,MONOPHARMA,NSE:MONOPHARMA,Mono Pharmacare Limited,07-Sep-23
sme,SEL,NSE:SEL,Sungarner Energies Limited,31-Aug-23
sme,CLSL,NSE:CLSL,Crop Life Science Limited,30-Aug-23
sme,SSFL,NSE:SSFL,Srivari Spices And Foods Limited,18-Aug-23
sme,SANGANI,NSE:SANGANI,Sangani Hospitals Limited,17-Aug-23
sme,YUDIZ,NSE:YUDIZ,Yudiz Solutions Limited,17-Aug-23
sme,VINSYS,NSE:VINSYS,Vinsys IT Services India Limited,11-Aug-23
sme,ORIANA,NSE:ORIANA,Oriana Power Limited,11-Aug-23
sme,ZEAL,NSE:ZEAL,Zeal Global Services Limited,09-Aug-23
sme,SHRITECH,NSE:SHRITECH,Shri Techtex Limited,04-Aug-23
sme,YCCL,NSE:YCCL,Yasons Chemex Care Limited,03-Aug-23
sme,SERVICE,NSE:SERVICE,Service Care Limited,26-Jul-23
sme,DRONE,NSE:DRONE,Drone Destination Limited,21-Jul-23
sme,SYNOPTICS,NSE:SYNOPTICS,Synoptics Technologies Limited,13-Jul-23
sme,TRIDHYA,NSE:TRIDHYA,Tridhya Tech Limited,13-Jul-23
sme,GLOBALPET,NSE:GLOBALPET,Global Pet Industries Limited,10-Jul-23
sme,PENTAGON,NSE:PENTAGON,Pentagon Rubber Limited,07-Jul-23
sme,ESFL,NSE:ESFL,Essen Speciality Films Limited,06-Jul-23
sme,MAGSON,NSE:MAGSON,Magson Retail And Distribution Limited,06-Jul-23
sme,GREENCHEF,NSE:GREENCHEF,Greenchef Appliances Limited,06-Jul-23
sme,AATMAJ,NSE:AATMAJ,Aatmaj Healthcare Limited,30-Jun-23
sme,VILINBIO,NSE:VILINBIO,Vilin Bio Med Limited,30-Jun-23
sme,CELLPOINT,NSE:CELLPOINT,Cell Point (India) Limited,28-Jun-23
sme,SPECTSTM,NSE:SPECTSTM,Spectrum Talent Management Limited,22-Jun-23
sme,URBAN,NSE:URBAN,Urban Enviro Waste Management Limited,22-Jun-23
sme,KDL,NSE:KDL,Kore Digital Limited,14-Jun-23
sme,SAHANA,NSE:SAHANA,Sahana System Limited,12-Jun-23
sme,INFOLLION,NSE:INFOLLION,Infollion Research Services Limited,08-Jun-23
sme,PROV,NSE:PROV,Proventus Agrocom Limited,05-Jun-23
sme,DENTALKART,NSE:DENTALKART,Vasa Denticity Limited,02-Jun-23
sme,CRAYONS,NSE:CRAYONS,Crayons Advertising Limited,02-Jun-23
sme,REMUS,NSE:REMUS,Remus Pharmaceuticals Limited,29-May-23
sme,KRISHCA,NSE:KRISHCA,Krishca Strapping Solutions Limited,26-May-23
sme,AUROIMPEX,NSE:AUROIMPEX,Auro Impex  & Chemicals Limited,23-May-23
sme,DENEERS,NSE:DENEERS,De Neers Tools Limited,11-May-23
sme,QUICKTOUCH,NSE:QUICKTOUCH,Quicktouch Technologies Limited,02-May-23
sme,AGUL,NSE:AGUL,A G Universal Limited,24-Apr-23
sme,PATTECH,NSE:PATTECH,Pattech Fitwell Tube Components Limited,21-Apr-23
sme,MOS,NSE:MOS,Mos Utility Limited,18-Apr-23
sme,INFINIUM,NSE:INFINIUM,Infinium Pharmachem Limited,17-Apr-23
sme,SOTAC,NSE:SOTAC,Sotac Pharmaceuticals Limited,13-Apr-23
sme,NIRMAN,NSE:NIRMAN,Nirman Agri Genetics Limited,28-Mar-23
sme,QFIL,NSE:QFIL,Quality Foils (India) Limited,24-Mar-23
sme,VELS,NSE:VELS,Vels Film International Limited,22-Mar-23
sme,MCON,NSE:MCON,Mcon Rasayan India Limited,20-Mar-23
sme,SYSTANGO,NSE:SYSTANGO,Systango Technologies Limited,15-Mar-23
sme,VERTEXPLUS,NSE:VERTEXPLUS,Vertexplus Technologies Limited,15-Mar-23
sme,SRIVASAVI,NSE:SRIVASAVI,Srivasavi Adhesive Tapes Limited,09-Mar-23
sme,VIAZ,NSE:VIAZ,Viaz Tyres Limited,01-Mar-23
sme,AGARWALFT,NSE:AGARWALFT,Agarwal Float Glass India Limited,23-Feb-23
sme,LRRPL,NSE:LRRPL,Lead Reclaim And Rubber Products Limited,21-Feb-23
sme,SHERA,NSE:SHERA,Shera Energy Limited,17-Feb-23
sme,GRCL,NSE:GRCL,Gayatri Rubbers And Chemicals Limited,07-Feb-23
sme,ARISTO,NSE:ARISTO,Aristo Bio-Tech And Lifescience Limited,30-Jan-23
sme,DUCOL,NSE:DUCOL,Ducol Organics And Colours Limited,19-Jan-23
sme,CMNL,NSE:CMNL,Chaman Metallics Limited,16-Jan-23
sme,ANLON,NSE:ANLON,Anlon Technology Solutions Limited,10-Jan-23
sme,RBMINFRA,NSE:RBMINFRA,Rbm Infracon Limited,04-Jan-23
sme,HOMESFY,NSE:HOMESFY,Homesfy Realty Limited,02-Jan-23
sme,MOXSH,NSE:MOXSH,Moxsh Overseas Educon Limited,30-Dec-22
sme,UMA,NSE:UMA,Uma Converter Limited,29-Dec-22
sme,ARIHANTACA,NSE:ARIHANTACA,Arihant Academy Limited,29-Dec-22
sme,ALLETEC,NSE:ALLETEC,All E Technologies Limited,21-Dec-22
sme,ARHAM,NSE:ARHAM,Arham Technologies Limited,15-Dec-22
sme,BAHETI,NSE:BAHETI,Baheti Recycling Industries Limited,08-Dec-22
sme,PRITIKA,NSE:PRITIKA,Pritika Engineering Components Limited,08-Dec-22
sme,AMIABLE,NSE:AMIABLE,Amiable Logistics (India) Limited,16-Nov-22
sme,RITEZONE,NSE:RITEZONE,Rite Zone Chemcon India Limited,11-Nov-22
sme,IPSL,NSE:IPSL,Integrated Personnel Services Limited,11-Nov-22
sme,PHANTOMFX,NSE:PHANTOMFX,Phantom Digital Effects Limited,21-Oct-22
sme,FROG,NSE:FROG,Frog Innovations Limited,13-Oct-22
sme,SWASTIK,NSE:SWASTIK,Swastik Pipe Limited,12-Oct-22
sme,LLOYDS,NSE:LLOYDS,Lloyds Luxuries Limited,11-Oct-22
sme,CMRSL,NSE:CMRSL,Cyber Media Research & Services Limited,10-Oct-22
sme,MAKS,NSE:MAKS,Maks Energy Solutions India Limited,28-Sep-22
sme,KANDARP,NSE:KANDARP,Kandarp Digi Smart BPO Limited,28-Sep-22
sme,ISHAN,NSE:ISHAN,Ishan International Limited,22-Sep-22
sme,TAPIFRUIT,NSE:TAPIFRUIT,Tapi Fruit Processing Limited,22-Sep-22
sme,SABAR,NSE:SABAR,Sabar Flex India Limited,21-Sep-22
sme,MEGAFLEX,NSE:MEGAFLEX,Mega Flex Plastics Limited,19-Sep-22
sme,KORE,NSE:KORE,Jay Jalaram Technologies Limited,08-Sep-22
sme,JFLLIFE,NSE:JFLLIFE,Jfl Life Sciences Limited,08-Sep-22
sme,AMEYA,NSE:AMEYA,Ameya Precision Engineers Limited,08-Sep-22
sme,VEEKAYEM,NSE:VEEKAYEM,Veekayem Fashion and Apparels Limited,22-Aug-22
sme,USASEEDS,NSE:USASEEDS,Upsurge Seeds Of Agriculture Limited,11-Aug-22
sme,AGNI,NSE:AGNI,Agni Green Power Limited,01-Aug-22
sme,SKP,NSE:SKP,SKP Bearing Industries Limited,13-Jul-22
sme,KCK,NSE:KCK,Kck Industries Limited,08-Jul-22
sme,RILINFRA,NSE:RILINFRA,Rachana Infrastructure Limited,10-Jun-22
sme,FIDEL,NSE:FIDEL,Fidel Softech Limited,10-Jun-22
sme,GSTL,NSE:GSTL,Globesecure Technologies Limited,02-Jun-22
sme,SONUINFRA,NSE:SONUINFRA,Sonu Infratech Limited,13-May-22
sme,PROPEQUITY,NSE:PROPEQUITY,P. E. Analytics Limited,04-Apr-22
sme,COOLCAPS,NSE:COOLCAPS,Cool Caps Industries Limited,24-Mar-22
sme,SPRL,NSE:SPRL,Sp Refractories Limited,22-Mar-22
sme,SHIGAN,NSE:SHIGAN,Shigan Quantum Technologies Limited,11-Mar-22
sme,MADHAVBAUG,NSE:MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,23-Feb-22
sme,RICHA,NSE:RICHA,Richa Info Systems Limited,21-Feb-22
sme,PRECISION,NSE:PRECISION,Precision Metaliks Limited,01-Feb-22
sme,TIMESCAN,NSE:TIMESCAN,Timescan Logistics (India) Limited,12-Jan-22
sme,VIVO,NSE:VIVO,Vivo Collaboration Solutions Limited,31-Dec-21
sme,FOCE,NSE:FOCE,Foce India Limited,28-Dec-21
sme,NIDAN,NSE:NIDAN,Nidan Laboratories and Healthcare Limited,12-Nov-21
sme,DKEGL,NSE:DKEGL,D.K. Enterprises Global Limited,22-Oct-21
sme,DYNAMIC,NSE:DYNAMIC,Dynamic Services & Security Limited,13-Oct-21
sme,DESTINY,NSE:DESTINY,Destiny Logistics & Infra Limited,13-Oct-21
sme,BMETRICS,NSE:BMETRICS,Bombay Metrics Supply Chain Limited,12-Oct-21
sme,JAINAM,NSE:JAINAM,Jainam Ferro Alloys (I) Limited,08-Oct-21
sme,QUADPRO,NSE:QUADPRO,Quadpro Ites Limited,30-Sep-21
sme,BEWLTD,NSE:BEWLTD,BEW Engineering Limited,16-Sep-21
sme,DUGLOBAL,NSE:DUGLOBAL,DUDIGITAL GLOBAL LIMITED,26-Aug-21
sme,REXPIPES,NSE:REXPIPES,Rex Pipes And Cables Industries Limited,10-Aug-21
sme,WALPAR,NSE:WALPAR,Walpar Nutritions Limited,13-Jul-21
sme,AILIMITED,NSE:AILIMITED,Abhishek Integrations Limited,21-Jun-21
sme,VMARCIND,NSE:VMARCIND,V Marc India Limited,09-Apr-21
sme,SIDDHIKA,NSE:SIDDHIKA,Siddhika Coatings Limited,07-Apr-21
sme,PARTYCRUS,NSE:PARTYCRUS,Party Cruisers Limited,05-Mar-21
sme,ASCOM,NSE:ASCOM,Ascom Leasing & Investments Limited,06-Dec-19
sme,GOLDKART,NSE:GOLDKART,Goldkart Jewels Limited,15-Oct-19
sme,KHFM,NSE:KHFM,Khfm Hospitality And Facility Management Services Limited,12-Apr-19
sme,MINDPOOL,NSE:MINDPOOL,Mindpool Technologies Limited,28-Feb-19
sme,SURANI,NSE:SURANI,Surani Steel Tubes Limited,06-Feb-19
sme,DRSDILIP,NSE:DRSDILIP,DRS Dilip Roadlines Limited,10-Dec-18
sme,SHUBHLAXMI,NSE:SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,04-Dec-18
sme,UWCSL,NSE:UWCSL,Ultra Wiring Connectivity System Limited,26-Oct-18
sme,PARIN,NSE:PARIN,Parin Enterprises Limited,09-Oct-18
sme,UCL,NSE:UCL,Ushanti Colour Chem Limited,02-Aug-18
sme,AMBANIORGO,NSE:AMBANIORGO,AMBANI ORGOCHEM LIMITED,18-Jul-18
sme,JAKHARIA,NSE:JAKHARIA,JAKHARIA FABRIC LIMITED,11-Jul-18
sme,MAHICKRA,NSE:MAHICKRA,Mahickra Chemicals Limited,26-Apr-18
sme,VERA,NSE:VERA,Vera Synthetic Limited,12-Apr-18
sme,CONTI,NSE:CONTI,Continental Seeds and Chemicals Limited,04-Apr-18
sme,GIRIRAJ,NSE:GIRIRAJ,Giriraj Civil Developers Limited,02-Apr-18
sme,MDL,NSE:MDL,Marvel Decor Limited,23-Mar-18
sme,MHHL,NSE:MHHL,Mohini Health & Hygiene Limited,16-Feb-18
sme,PARAMPARA,NSE:PARAMPARA,PARAMPARA DAIRY DELIGHTS LIMITED,12-Feb-18
sme,VASA,NSE:VASA,Vasa Retail and Overseas Ltd,06-Feb-18
sme,SMVD,NSE:SMVD,SMVD Poly Pack Limited,26-Dec-17
sme,FELIX,NSE:FELIX,Felix Industries Limited,05-Dec-17
sme,PULZ,NSE:PULZ,Pulz Electronics Limited,24-Nov-17
sme,AISL,NSE:AISL,ANI Integrated Services Limited,20-Nov-17
sme,MILTON,NSE:MILTON,Milton Industries Limited,16-Oct-17
sme,OMFURN,NSE:OMFURN,Omfurn India Limited,13-Oct-17
sme,GOLDSTAR,NSE:GOLDSTAR,Goldstar Power Limited,10-Oct-17
sme,TIRUPATI,NSE:TIRUPATI,Shree Tirupati Balajee FIBC Limited,05-Oct-17
sme,CADSYS,NSE:CADSYS,Cadsys (India) Limited,04-Oct-17
sme,MPTODAY,NSE:MPTODAY,Madhya Pradesh Today Media Limited,29-Sep-17
sme,MANAV,NSE:MANAV,Manav Infra Projects Limited,18-Sep-17
sme,TRANSWIND,NSE:TRANSWIND,Transwind Infrastructures Limited,12-Jul-17
sme,ACCORD,NSE:ACCORD,Accord Synergy Limited,06-Jul-17
sme,VSCL,NSE:VSCL,Vadivarhe Speciality Chemicals Limited,02-Jun-17
sme,JALAN,NSE:JALAN,Jalan Transolutions (India) Limited,31-May-17
sme,AVATAR,NSE:AVATAR,AVATAR Industries Limited,18-Apr-17
sme,PROLIFE,NSE:PROLIFE,Prolife Industries Limited,09-Jan-17
sme,DIRL,NSE:DIRL,Dhanuka Infra Realty Limited,18-Oct-16
sme,ALCODIS,NSE:ALCODIS,Alcokraft Distilleries Limited,17-Oct-16
sme,GRETEX,NSE:GRETEX,Gretex Industries Limited,14-Oct-16
sme,JETKNIT,NSE:JETKNIT,Jet Knitwears Limited,07-Oct-16
sme,AVSL,NSE:AVSL,AVSL Industries Limited,06-Oct-16
sme,KKVAPOW,NSE:KKVAPOW,KKV Agro Powers Limited,15-Jul-16
sme,PERFECT,NSE:PERFECT,Perfect Infraengineers Limited,20-Nov-15
sme,AHIMSA,NSE:AHIMSA,Ahimsa Industries Limited,15-Oct-15
sme,SHAIVAL,NSE:SHAIVAL,Shaival Reality Limited,01-Oct-15
sme,EMKAYTOOLS,NSE:EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,13-Aug-15
